,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,235,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,9,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,227,6,3,4,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,6,68,80,86,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,3,69,79,89,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,5,61,79,95,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,199,0,3,1,21,13,0,3,0,0,0
9,0,0,0,0,0,0,0,0,0,153,10,24,4,4,22,8,15,0,0
10,0,0,0,0,0,0,0,0,4,9,42,29,33,41,21,41,20,0,0
11,0,0,0,0,0,0,0,0,1,22,27,73,15,18,22,21,41,0,0
12,0,0,0,0,0,0,0,0,26,7,32,25,56,31,19,24,20,0,0
13,0,0,0,0,0,0,0,0,15,12,32,13,29,44,27,48,20,0,0
14,0,0,0,0,0,0,0,0,5,20,29,27,23,31,35,28,42,0,0
15,0,0,0,0,0,0,0,0,3,7,28,26,27,42,37,40,30,0,0
16,0,0,0,0,0,0,0,0,2,20,24,42,7,21,44,31,49,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,238
